usuario,texto,entidade_mencionada,score_sentimento
7afaf882-baa2-47f7-aa69-a15f8ad3452a,"minha primeira vez no csbc, estou super animada com a programação do wit",Programacao,0.5994
4a257948-6c61-4d69-b2bf-45561ca9dc96,"parabéns a todas as mulheres que fizeram a evento acontecer, vocês são fundamental na representatividade",Mulheres,0.5994
4a257948-6c61-4d69-b2bf-45561ca9dc96,"parabéns a todas as mulheres que fizeram a evento acontecer, vocês são fundamental na representatividade",Representatividade,0.5994
4a257948-6c61-4d69-b2bf-45561ca9dc96,no senso de pertencimento da área da computação,Fato,0.0
4a257948-6c61-4d69-b2bf-45561ca9dc96,no senso de pertencimento da área da computação,Computacao,0.0
4a257948-6c61-4d69-b2bf-45561ca9dc96,no senso de pertencimento da área da computação,Organizacao,0.0
4a257948-6c61-4d69-b2bf-45561ca9dc96,no senso de pertencimento da área da computação,Area,0.0
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,muito feliz em ver o meninas,Mulheres,0.6249
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,comp em peso aqui,Peso,-0.4404
4a257948-6c61-4d69-b2bf-45561ca9dc96,"fico muito feliz de estar presente aqui, gostei bastante da organização de vocês, o aplicativo foi fundamental para isso",Aplicativo,0.8481
4a257948-6c61-4d69-b2bf-45561ca9dc96,"fico muito feliz de estar presente aqui, gostei bastante da organização de vocês, o aplicativo foi fundamental para isso",Organizacao,0.8481
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,super interessante o tema da palestra,Organizacao,0.765
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,super interessante o tema da palestra,Palestra,0.765
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,super interessante o tema da palestra,Super,0.765
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,o protagonismo das mulheres em ti,Mulheres,0.0
a5c89d02-dd46-4fb9-880f-0b2d4cb3fa2c,o protagonismo das mulheres em ti,Organizacao,0.0
e9b594f7-6309-4190-9032-4dde803e2d6a,muito bom conhecer a história de outras mulheres na área👏👏👏,Mulheres,0.4215
e9b594f7-6309-4190-9032-4dde803e2d6a,muito bom conhecer a história de outras mulheres na área👏👏👏,Artigos,0.4215
e9b594f7-6309-4190-9032-4dde803e2d6a,muito bom conhecer a história de outras mulheres na área👏👏👏,Area,0.4215
262af184-23c3-4cb4-8231-04a142217d69,mostra que nós mulheres podemos encontrar nosso lugar na tecnologia,Mulheres,0.0
262af184-23c3-4cb4-8231-04a142217d69,mostra que nós mulheres podemos encontrar nosso lugar na tecnologia,Tecnologia,0.0
262af184-23c3-4cb4-8231-04a142217d69,mostra que nós mulheres podemos encontrar nosso lugar na tecnologia,Area,0.0
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,as palestras estão incríveis,Palestra,0.0
f37ffdc2-3f64-4b56-a935-4ddecee92321,muito bom poder participar do evento,Energia,0.4215
6a932bef-bc47-4979-8361-01f0ca51d5bd,"palestra sensacional, uma visão pessoal de uma pesquisadora já consolidada",Palestra,0.2023
6a932bef-bc47-4979-8361-01f0ca51d5bd,"palestra sensacional, uma visão pessoal de uma pesquisadora já consolidada",Organizacao,0.2023
6a932bef-bc47-4979-8361-01f0ca51d5bd,"palestra sensacional, uma visão pessoal de uma pesquisadora já consolidada",Pesquisa,0.2023
170840c4-5893-454a-8433-5854baffd2cc,"quão gratificante é ver a diferença que o wit está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia",Organizacao,0.7845
170840c4-5893-454a-8433-5854baffd2cc,"quão gratificante é ver a diferença que o wit está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia",Mulheres,0.7845
170840c4-5893-454a-8433-5854baffd2cc,"quão gratificante é ver a diferença que o wit está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia",Area,0.7845
170840c4-5893-454a-8433-5854baffd2cc,"quão gratificante é ver a diferença que o wit está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia",Diferenca,0.7845
170840c4-5893-454a-8433-5854baffd2cc,"quão gratificante é ver a diferença que o wit está fazendo, promovendo uma maior presença de mulheres nas áreas de tecnologia",Tecnologia,0.7845
d90a7533-8a3c-4a1e-9221-2185fdeaec90,energia maravilhosa,Energia,0.7717
d90a7533-8a3c-4a1e-9221-2185fdeaec90,muito bom ver mulheres na área de ti,Mulheres,0.4215
d90a7533-8a3c-4a1e-9221-2185fdeaec90,muito bom ver mulheres na área de ti,Area,0.4215
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,"estou amando cada momento, tudo perfeito",Momento,0.8591
dbfa6a71-9259-4730-8103-7b846417ee6c,"evento muito interessante, ouvir mulher numa área ainda muito masculina é sempre bom",Mulheres,0.6705
dbfa6a71-9259-4730-8103-7b846417ee6c,"evento muito interessante, ouvir mulher numa área ainda muito masculina é sempre bom",Area,0.6705
d90a7533-8a3c-4a1e-9221-2185fdeaec90,inspirador ouvir todas as histórias dessas mulheres maravilhosas,Mulheres,0.4215
d90a7533-8a3c-4a1e-9221-2185fdeaec90,inspirador ouvir todas as histórias dessas mulheres maravilhosas,Artigos,0.4215
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,"evento inspirador, sensação incrível ver tantas mulheres maravilhosas",Mulheres,0.8074
b11326b5-9d5e-4d41-9e8a-fe4a2bd9bbb4,"evento inspirador, sensação incrível ver tantas mulheres maravilhosas",Organizacao,0.8074
170840c4-5893-454a-8433-5854baffd2cc,ansiosa pelo fórum meninas digitais,Mulheres,0.0
170840c4-5893-454a-8433-5854baffd2cc,ansiosa pelo fórum meninas digitais,Forum,0.0
9365cf2e-64e9-49a0-bd3a-0d347b215820,o que ti motivo a seguir a carreira bastante domininada pelo o público masculino,Fato,0.0
9365cf2e-64e9-49a0-bd3a-0d347b215820,o que ti motivo a seguir a carreira bastante domininada pelo o público masculino,Carreira,0.0
9365cf2e-64e9-49a0-bd3a-0d347b215820,o que ti motivo a seguir a carreira bastante domininada pelo o público masculino,Publico,0.0
9365cf2e-64e9-49a0-bd3a-0d347b215820,o que ti motivo a seguir a carreira bastante domininada pelo o público masculino,Sessoes,0.0
9365cf2e-64e9-49a0-bd3a-0d347b215820,palestra está incrível ❤️❤️,Palestra,0.6705
e895817d-40ea-4597-a1bb-4bc2cf6cbe8d,é inspirador ver mulheres ocupando cargos tão importantes dentro da tecnologia 🥰✨,Mulheres,0.4215
e895817d-40ea-4597-a1bb-4bc2cf6cbe8d,é inspirador ver mulheres ocupando cargos tão importantes dentro da tecnologia 🥰✨,Cargos,0.4215
e895817d-40ea-4597-a1bb-4bc2cf6cbe8d,é inspirador ver mulheres ocupando cargos tão importantes dentro da tecnologia 🥰✨,Tecnologia,0.4215
68e4ebcd-71fa-44a0-bd6b-1baa21fbb915,"abertura linda, evento maravilhoso",Abertura,0.886
936c9115-1651-46b3-8773-bdd88526fc2f,"amei a abertura, gamificaçao é tudo",Abertura,0.7845
e9b594f7-6309-4190-9032-4dde803e2d6a,a palestra da professora michelle wangham está maravilhosa,Palestra,0.6705
e9b594f7-6309-4190-9032-4dde803e2d6a,a palestra da professora michelle wangham está maravilhosa,Organizacao,0.6705
e9b594f7-6309-4190-9032-4dde803e2d6a,a palestra da professora michelle wangham está maravilhosa,Professora,0.6705
e9b594f7-6309-4190-9032-4dde803e2d6a,estou começando a ter interesse,Ideia,0.4588
